https://www.c-span.org/,66695bytes,109,text/html
https://www.c-span.org/special/?lincolnBook,30180bytes,56,text/html
https://www.c-span.org/special/?grantsTomb,30178bytes,56,text/html
https://www.c-span.org/SundaysAtEight/,30183bytes,56,text/html
https://static.c-span.org/assets/images/books/Bookcover_16.png,43527bytes,0,image/png
https://static.c-span.org/assets/images/books/Booknotes-AmericanCharacter_p2004_260x400_flat.png,127008bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_15.png,45816bytes,0,image/png
https://static.c-span.org/assets/images/books/Booknotes-FinestAuthors_p1998_260x400_flat.png,149854bytes,0,image/png
https://static.c-span.org/assets/images/books/TheSupremeCourt_p2010_260x400_flat.png,145901bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_14.png,44530bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_13.png,58032bytes,0,image/png
https://static.c-span.org/assets/images/books/Booknotes-LifeStories_p1999_260x400_flat.png,183104bytes,0,image/png
https://static.c-span.org/assets/images/books/Booknotes-AmericanHistory_p2001_260x400_flat.png,144439bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_03.png,69671bytes,0,image/png
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2Fbooks%2F,36230bytes,56,text/html
https://static.c-span.org/assets/images/books/SundaysAtEight_p2014_260x400_flat.png,46310bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_04.gif,56986bytes,0,image/gif
https://static.c-span.org/assets/images/books/Bookcover_05.gif,94468bytes,0,image/gif
https://static.c-span.org/assets/images/books/WhosBuried-GrantsTomb_p2010_260x400_flat.png,177813bytes,0,image/png
https://static.c-span.org/assets/images/books/AbrahamLincoln-Our16thPresident_p2010_260x400_flat.png,275162bytes,0,image/png
https://static.c-span.org/assets/images/books/Bookcover_06.png,135822bytes,0,image/png
https://www.c-span.org/MyC-SPAN/login/?follow=tag%2F5698,36306bytes,57,text/html
https://images.c-span.org/Files/e4f/1511188267.png/Thumbs/height.180.no_border.scaled.width.120.jpg,5136bytes,0,image/jpeg
https://images.c-span.org/Files/b8a/1517842034.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6830bytes,0,image/jpeg
https://images.c-span.org/Files/881/1517237471.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,4931bytes,0,image/jpeg
https://images.c-span.org/Files/79d/1512399471.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6997bytes,0,image/jpeg
https://www.c-span.org/series/?bookfairs,76344bytes,87,text/html
https://images.c-span.org/Files/e1b/1517236809.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6286bytes,0,image/jpeg
https://images.c-span.org/Files/dc6/20050403213610002_hd.jpg/Thumbs/height.125.no_border.width.220.jpg,4455bytes,0,image/jpeg
https://images.c-span.org/Files/64d/1516649695.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6990bytes,0,image/jpeg
https://images.c-span.org/Files/2a2/1516029068.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,5618bytes,0,image/jpeg
https://static.c-span.org/assets/images/series/logos/booktv-seriousreaders-logo.460.120.png,6709bytes,0,image/png
https://images.c-span.org/Files/0c8/1508767260.PNG/Thumbs/height.180.no_border.scaled.width.120.jpg,4020bytes,0,image/jpeg
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=163,72757bytes,96,text/html
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=165,72940bytes,96,text/html
https://images.c-span.org/Files/2a2/20180217114421002_hd.jpg/Thumbs/height.180.no_border.width.120.jpg,5762bytes,0,image/jpeg
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=168,72328bytes,96,text/html
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=167,72462bytes,96,text/html
https://images.c-span.org/Files/f74/1516028961.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6855bytes,0,image/jpeg
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=155,72606bytes,96,text/html
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=154,72900bytes,96,text/html
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=156,72896bytes,96,text/html
https://images.c-span.org/Files/d2b/1516125610.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6440bytes,0,image/jpeg
https://www.c-span.org/series/print/?date=2018-02-19%2014%3A47%3A56&series=5,30869bytes,30,text/html
https://images.c-span.org/Files/297/1518462757.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,8172bytes,0,image/jpeg
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=190,72439bytes,96,text/html
https://images.c-span.org/Files/405/1513782903.jpeg/Thumbs/height.180.no_border.scaled.width.120.jpg,5795bytes,0,image/jpeg
https://www.c-span.org/search/?seriesid%5B%5D=5&sort=Newest&tagid%5B%5D=860,72536bytes,96,text/html
https://images.c-span.org/Files/a9a/20180218111015002_hd.jpg/Thumbs/height.180.no_border.width.120.jpg,5396bytes,0,image/jpeg
https://images.c-span.org/Files/359/1517234656.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,4568bytes,0,image/jpeg
https://images.c-span.org/Files/253/1512141312.jpeg/Thumbs/height.180.no_border.scaled.width.120.jpg,4062bytes,0,image/jpeg
https://images.c-span.org/Files/60c/1517236935.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6051bytes,0,image/jpeg
https://images.c-span.org/Files/45c/1516633873.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6527bytes,0,image/jpeg
https://images.c-span.org/Files/302/1516047421.jpg/Thumbs/height.180.no_border.scaled.width.120.jpg,6134bytes,0,image/jpeg
https://images.c-span.org/Files/8b1/20180218105433002_hd.jpg/Thumbs/height.180.no_border.width.120.jpg,5058bytes,0,image/jpeg
https://images.c-span.org/Files/68a/20170321143526013_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,7494bytes,0,image/jpeg
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fsearch%2F%3Fsearchtype%3DClips%26sort%3DMost%2520Popular%26tagid%255B%255D%3D1069,36393bytes,57,text/html
https://images.c-span.org/Files/2b4/20170628110112011_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,6204bytes,0,image/jpeg
https://images.c-span.org/Files/9b8/20170307143321003_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,7767bytes,0,image/jpeg
https://images.c-span.org/Files/ef9/20170517111232014_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,6945bytes,0,image/jpeg
https://images.c-span.org/Files/186/20170105114225001_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,8746bytes,0,image/jpeg
https://images.c-span.org/Files/3df/20170329145751011_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,5147bytes,0,image/jpeg
https://images.c-span.org/Files/69f/20170330105148003_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,6098bytes,0,image/jpeg
https://images.c-span.org/Files/2fb/1496932626.jpg/Thumbs/height.135.no_border.width.240.jpg,7239bytes,0,image/jpeg
https://images.c-span.org/Files/308/20010617063418001.jpg/Thumbs/height.135.no_border.width.240.jpg,6096bytes,0,image/jpeg
https://images.c-span.org/Files/8b8/20010617063530001.jpg/Thumbs/height.135.no_border.width.240.jpg,5263bytes,0,image/jpeg
https://images.c-span.org/Files/797/20170621101550010_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,6370bytes,0,image/jpeg
https://images.c-span.org/Files/7cc/20170613150153003_hd.jpg/Thumbs/height.135.no_border.width.240.jpg,6885bytes,0,image/jpeg
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2FcontactUs%2F,36242bytes,56,text/html
https://www.c-span.org/MyC-SPAN/login/?follow=program%2F496135,36330bytes,57,text/html
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2FcopyrightsAndLicensing%2F,36281bytes,56,text/html
https://images.c-span.org/Files/121/20170413223033003_hd.jpg/Thumbs/height.125.no_border.width.220.jpg,6265bytes,0,image/jpeg
https://images.c-span.org/Files/df0/20180218140226003_hd.jpg/Thumbs/height.125.no_border.preferPromo.width.220.jpg,7829bytes,0,image/jpeg
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fseries%2F%3Fahtv,36230bytes,56,text/html
https://images.c-span.org/defaults/AHTV_logo.jpg/Thumbs/height.125.no_border.preferPromo.width.220.jpg,5353bytes,0,image/jpeg
https://images.c-span.org/Files/a1e/1518637541.jpg/Thumbs/height.180.no_border.preferPromo.width.320.jpg,13885bytes,0,image/jpeg
https://www.c-span.org/person/?davidmcmullin,34581bytes,67,text/html
https://www.c-span.org/person/?georgepataki,41555bytes,93,text/html
https://www.c-span.org/search/?personid%5B%5D=37386&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,77733bytes,97,text/html
https://images.c-span.org/Files/a13/20160418130005001_hd.jpg,199181bytes,0,image/jpeg
https://images.c-span.org/Files/b4e/20180216133041001_hd.jpg/Thumbs/height.125.no_border.width.220.jpg,7431bytes,0,image/jpeg
https://images.c-span.org/Files/8cc/20150927183527001_hd.jpg,107577bytes,0,image/jpeg
https://www.c-span.org/search/?personid%5B%5D=1002800&searchtype=Videos&seriesid%5B%5D=91&sort=Most%2BRecent%2BAiring,62050bytes,71,text/html
https://images.c-span.org/Files/c10/20160529141737001_hd.jpg,143045bytes,0,image/jpeg
https://images.c-span.org/Files/655/20180124200219001_hd.jpg,105750bytes,0,image/jpeg
https://images.c-span.org/Files/688/20161101113944011_hd.jpg,137136bytes,0,image/jpeg
https://images.c-span.org/Files/5d9/20160205233949001_hd.jpg,186103bytes,0,image/jpeg
